split,method,metric,mean,ci95,seeds,rows_per_seed
compliance_shift,skill_half_life_scheduler_v5,risk_upper,0.25088,0.00072,10,320
compliance_shift,skill_half_life_scheduler_v5,hazard_score,0.15380,0.00058,10,320
compliance_shift,skill_half_life_scheduler_v5,safety_utility,0.80375,0.00857,10,320
contact_mode_chatter,bayesian_skill_survival,goal_success,0.82532,0.01067,10,320
contact_mode_chatter,bayesian_skill_survival,success_auc,0.82587,0.01090,10,320
contact_mode_chatter,bayesian_skill_survival,late_success,0.81750,0.01759,10,320
contact_mode_chatter,bayesian_skill_survival,unsafe_failure,0.00156,0.00137,10,320
contact_mode_chatter,bayesian_skill_survival,stale_execution,0.00000,0.00000,10,320
contact_mode_chatter,bayesian_skill_survival,refresh_rate,0.16844,0.00295,10,320
contact_mode_chatter,bayesian_skill_survival,probe_rate,0.56719,0.01406,10,320
contact_mode_chatter,bayesian_skill_survival,abstain_rate,0.00000,0.00000,10,320
contact_mode_chatter,bayesian_skill_survival,total_cost,1.09333,0.00149,10,320
contact_mode_chatter,bayesian_skill_survival,half_life_error,0.12184,0.00217,10,320
contact_mode_chatter,bayesian_skill_survival,calibration_error,0.29821,0.00600,10,320
contact_mode_chatter,bayesian_skill_survival,risk_upper,0.26029,0.00099,10,320
contact_mode_chatter,bayesian_skill_survival,hazard_score,0.15830,0.00091,10,320
contact_mode_chatter,bayesian_skill_survival,safety_utility,0.81087,0.01080,10,320
