split,skill,seed,step,method,goal_success,unsafe_failure,stale_execution,refresh,probe,abstain,coverage,false_safe,total_cost,predicted_success,calibration_abs_error,true_success_probability,risk_upper,hazard_score,estimated_half_life,true_half_life,half_life_abs_relative_error,shift_norm,observed_norm,mode_signal,exec_age,failure_label,risk_budget
contact_mode_chatter,cable_route,3,9,conformal_risk_gate,0,0,0,0,0,1,0,0,1.48000,0.60418,0.60418,0.63370,0.35881,0.35689,14.13160,16.03871,0.11891,0.15816,0.25551,0.00000,9.00000,abstained_fixed_risk,0.20
contact_mode_chatter,cable_route,3,10,conformal_risk_gate,0,0,0,0,0,1,0,0,1.48000,0.58710,0.58710,0.61566,0.37231,0.38224,14.39083,16.14352,0.10857,0.15437,0.23169,0.02741,10.00000,abstained_fixed_risk,0.20
contact_mode_chatter,cable_route,3,11,conformal_risk_gate,0,0,0,0,0,1,0,0,1.48000,0.57337,0.57337,0.59038,0.37575,0.40311,14.77599,15.69044,0.05828,0.17112,0.22087,0.00000,11.00000,abstained_fixed_risk,0.20
contact_mode_chatter,cable_route,3,12,conformal_risk_gate,0,0,0,0,0,1,0,0,1.48000,0.53334,0.53334,0.56148,0.41413,0.45827,13.56919,15.02490,0.09689,0.19755,0.28843,0.00000,12.00000,abstained_fixed_risk,0.20
contact_mode_chatter,cable_route,3,13,conformal_risk_gate,0,0,0,0,0,1,0,0,1.48000,0.48397,0.48397,0.40371,0.48599,0.52514,12.09949,9.94287,0.21690,0.42040,0.32705,0.17828,13.00000,abstained_fixed_risk,0.20
contact_mode_chatter,cable_route,3,14,conformal_risk_gate,0,0,0,0,0,1,0,0,1.48000,0.56153,0.56153,0.52243,0.36867,0.42544,17.51172,14.78781,0.18420,0.20754,0.09743,0.01374,14.00000,abstained_fixed_risk,0.20
contact_mode_chatter,cable_route,3,15,conformal_risk_gate,0,0,0,0,0,1,0,0,1.48000,0.48936,0.48936,0.49189,0.44638,0.52321,14.03733,14.04997,0.00090,0.24078,0.24716,0.03944,15.00000,abstained_fixed_risk,0.20
contact_mode_chatter,cable_route,3,16,conformal_risk_gate,0,0,0,0,0,1,0,0,1.48000,0.46130,0.46130,0.48206,0.46687,0.56242,13.41861,14.35641,0.06532,0.22656,0.29771,0.00000,16.00000,abstained_fixed_risk,0.20
contact_mode_chatter,cable_route,3,17,conformal_risk_gate,0,0,0,0,0,1,0,0,1.48000,0.45639,0.45639,0.45915,0.46593,0.57088,13.92827,13.97163,0.00310,0.24452,0.26710,0.00000,17.00000,abstained_fixed_risk,0.20
contact_mode_chatter,cable_route,3,18,conformal_risk_gate,0,0,0,0,0,1,0,0,1.48000,0.44054,0.44054,0.43123,0.48769,0.59353,13.85920,13.34491,0.03854,0.27599,0.24344,0.07978,18.00000,abstained_fixed_risk,0.20
contact_mode_chatter,cable_route,3,19,conformal_risk_gate,0,0,0,0,0,1,0,0,1.48000,0.39588,0.39588,0.41767,0.52357,0.65437,12.39627,13.36210,0.07228,0.27508,0.36670,0.00000,19.00000,abstained_fixed_risk,0.20
contact_mode_chatter,cable_route,3,20,conformal_risk_gate,0,0,0,0,0,1,0,0,1.48000,0.41747,0.41747,0.39381,0.49283,0.62763,14.03308,12.89237,0.08848,0.30061,0.26108,0.00000,20.00000,abstained_fixed_risk,0.20
contact_mode_chatter,cable_route,3,21,conformal_risk_gate,0,0,0,0,0,1,0,0,1.48000,0.36780,0.36780,0.37002,0.54694,0.69468,12.26933,12.41626,0.01183,0.32846,0.37050,0.01604,21.00000,abstained_fixed_risk,0.20
contact_mode_chatter,cable_route,3,22,conformal_risk_gate,0,0,0,0,0,1,0,0,1.48000,0.35869,0.35869,0.36688,0.55702,0.70817,12.38169,12.79226,0.03210,0.30629,0.34880,0.05467,22.00000,abstained_fixed_risk,0.20
contact_mode_chatter,cable_route,3,23,conformal_risk_gate,0,0,0,0,0,1,0,0,1.48000,0.38658,0.38658,0.34839,0.51300,0.67302,14.26166,12.48642,0.14217,0.32422,0.24826,0.00000,23.00000,abstained_fixed_risk,0.20
contact_mode_chatter,cable_route,3,24,conformal_risk_gate,0,0,0,0,0,1,0,0,1.48000,0.29282,0.29282,0.23233,0.65318,0.79606,10.46300,9.36130,0.11769,0.49033,0.44481,0.25708,24.00000,abstained_fixed_risk,0.20
contact_mode_chatter,cable_route,3,25,conformal_risk_gate,0,0,0,0,0,1,0,0,1.48000,0.33934,0.33934,0.31339,0.55926,0.73805,12.93568,11.89132,0.08783,0.36174,0.32657,0.00684,25.00000,abstained_fixed_risk,0.20
contact_mode_chatter,cable_route,3,26,conformal_risk_gate,0,0,0,0,0,1,0,0,1.48000,0.34288,0.34288,0.31103,0.54991,0.73472,13.58102,12.19672,0.11350,0.34203,0.28771,0.00000,26.00000,abstained_fixed_risk,0.20
contact_mode_chatter,cable_route,3,27,conformal_risk_gate,0,0,0,0,0,1,0,0,1.48000,0.31532,0.31532,0.28931,0.58588,0.77197,12.65995,11.65604,0.08613,0.37763,0.32658,0.06128,27.00000,abstained_fixed_risk,0.20
contact_mode_chatter,cable_route,3,28,conformal_risk_gate,0,0,0,0,0,1,0,0,1.48000,0.31695,0.31695,0.28157,0.57876,0.77109,13.16309,11.68643,0.12636,0.37554,0.29558,0.05294,28.00000,abstained_fixed_risk,0.20
contact_mode_chatter,cable_route,3,29,conformal_risk_gate,0,0,0,0,0,1,0,0,1.48000,0.29848,0.29848,0.27144,0.59065,0.79645,12.62758,11.59305,0.08924,0.38200,0.35011,0.00000,29.00000,abstained_fixed_risk,0.20
contact_mode_chatter,cable_route,3,30,conformal_risk_gate,0,0,0,0,0,1,0,0,1.48000,0.22762,0.22762,0.15732,0.71653,0.88627,9.56520,8.13005,0.17652,0.61324,0.53932,0.27491,30.00000,abstained_fixed_risk,0.20
contact_mode_chatter,cable_route,3,31,conformal_risk_gate,0,0,0,0,0,1,0,0,1.48000,0.26580,0.26580,0.24843,0.62823,0.84073,11.69595,11.21728,0.04267,0.40905,0.40974,0.03222,31.00000,abstained_fixed_risk,0.20
contact_mode_chatter,cable_route,3,32,conformal_risk_gate,0,0,0,0,0,1,0,0,1.48000,0.25961,0.25961,0.23781,0.63329,0.84972,11.70315,11.03275,0.06076,0.42301,0.40710,0.03812,32.00000,abstained_fixed_risk,0.20
contact_mode_chatter,cable_route,3,33,conformal_risk_gate,0,0,0,0,0,1,0,0,1.48000,0.23710,0.23710,0.22656,0.65591,0.87910,10.82635,10.79469,0.00293,0.44172,0.49800,0.00000,33.00000,abstained_fixed_risk,0.20
contact_mode_chatter,cable_route,3,34,conformal_risk_gate,0,0,0,0,0,1,0,0,1.48000,0.22890,0.22890,0.22409,0.68012,0.89005,10.67463,10.94246,0.02448,0.43001,0.46724,0.13114,34.00000,abstained_fixed_risk,0.20
contact_mode_chatter,cable_route,3,35,conformal_risk_gate,0,0,0,0,0,1,0,0,1.48000,0.23222,0.23222,0.22728,0.65880,0.88729,11.11371,11.35778,0.02149,0.39872,0.46194,0.02667,35.00000,abstained_fixed_risk,0.20
contact_mode_chatter,cable_route,3,36,conformal_risk_gate,0,0,0,0,0,1,0,0,1.48000,0.24938,0.24938,0.21999,0.62938,0.86690,12.37353,11.25566,0.09932,0.40620,0.36540,0.00852,36.00000,abstained_fixed_risk,0.20
contact_mode_chatter,cable_route,3,37,conformal_risk_gate,0,0,0,0,0,1,0,0,1.48000,0.24530,0.24530,0.20839,0.63179,0.87299,12.42858,10.91424,0.13875,0.43222,0.36116,0.00918,37.00000,abstained_fixed_risk,0.20
contact_mode_chatter,cable_route,3,38,conformal_risk_gate,0,0,0,0,0,1,0,0,1.48000,0.19820,0.19820,0.13894,0.71104,0.93089,9.85768,8.84410,0.11460,0.56954,0.56459,0.10170,38.00000,abstained_fixed_risk,0.20
contact_mode_chatter,cable_route,3,39,conformal_risk_gate,0,0,0,0,0,1,0,0,1.48000,0.20798,0.20798,0.18686,0.67895,0.92069,10.66632,10.22781,0.04287,0.48979,0.51355,0.00000,39.00000,abstained_fixed_risk,0.20
contact_mode_chatter,cable_route,3,0,ensemble_uncertainty_gate,1,0,0,0,0,0,1,0,1.00000,0.85960,0.14040,0.86121,0.13397,0.00000,16.48969,19.41208,0.15055,0.05673,0.13799,0.00000,0.00000,success,0.20
contact_mode_chatter,cable_route,3,1,ensemble_uncertainty_gate,1,0,0,0,0,0,1,0,1.00000,0.83696,0.16304,0.83620,0.13918,0.03580,19.01216,18.66305,0.01871,0.07608,0.06337,0.00000,1.00000,success,0.20
contact_mode_chatter,cable_route,3,2,ensemble_uncertainty_gate,0,0,0,0,0,0,1,0,1.00000,0.80848,0.80848,0.81139,0.17736,0.07244,18.43515,18.24989,0.01015,0.08744,0.15204,0.02927,2.00000,unrecovered_shift,0.20
contact_mode_chatter,cable_route,3,3,ensemble_uncertainty_gate,1,0,0,0,1,0,1,0,1.08500,0.77752,0.22248,0.80987,0.19505,0.11724,16.67497,18.92188,0.11875,0.06922,0.15774,0.00000,3.00000,success,0.20
contact_mode_chatter,cable_route,3,4,ensemble_uncertainty_gate,0,0,0,0,0,1,0,0,1.48000,0.75876,0.75876,0.76616,0.20979,0.14454,16.96001,17.57813,0.03516,0.10704,0.14224,0.02120,3.82000,abstained_fixed_risk,0.20
contact_mode_chatter,cable_route,3,5,ensemble_uncertainty_gate,0,0,0,0,0,1,0,0,1.48000,0.75164,0.75164,0.74591,0.21749,0.15742,19.50531,17.83272,0.09379,0.09944,0.04140,0.12059,4.82000,abstained_fixed_risk,0.20
contact_mode_chatter,cable_route,3,6,ensemble_uncertainty_gate,0,0,0,0,0,1,0,0,1.48000,0.73386,0.73386,0.73023,0.21143,0.18440,19.79194,18.50836,0.06935,0.08028,0.05742,0.00000,5.82000,abstained_fixed_risk,0.20
contact_mode_chatter,cable_route,3,7,ensemble_uncertainty_gate,0,0,0,0,0,1,0,0,1.48000,0.68707,0.68707,0.69670,0.26270,0.24634,16.71476,17.02227,0.01806,0.12444,0.18187,0.00000,6.82000,abstained_fixed_risk,0.20
contact_mode_chatter,cable_route,3,8,ensemble_uncertainty_gate,0,0,0,0,0,1,0,0,1.48000,0.61693,0.61693,0.68447,0.32265,0.34586,12.77072,17.79770,0.28245,0.10047,0.19562,0.04713,7.82000,abstained_fixed_risk,0.20
contact_mode_chatter,cable_route,3,9,ensemble_uncertainty_gate,0,0,0,0,0,1,0,0,1.48000,0.58567,0.58567,0.64480,0.34532,0.38908,12.40609,16.03871,0.22649,0.15816,0.25551,0.00000,8.82000,abstained_fixed_risk,0.20
contact_mode_chatter,cable_route,3,10,ensemble_uncertainty_gate,0,0,0,0,0,1,0,0,1.48000,0.59487,0.59487,0.62665,0.34010,0.37638,14.41430,16.14352,0.10712,0.15437,0.23169,0.02741,9.82000,abstained_fixed_risk,0.20
contact_mode_chatter,cable_route,3,11,ensemble_uncertainty_gate,0,0,0,0,0,1,0,0,1.48000,0.57155,0.57155,0.60135,0.35030,0.41089,14.17379,15.69044,0.09666,0.17112,0.22087,0.00000,10.82000,abstained_fixed_risk,0.20
contact_mode_chatter,cable_route,3,12,ensemble_uncertainty_gate,0,0,0,0,0,1,0,0,1.48000,0.52735,0.52735,0.57242,0.39146,0.47156,12.84501,15.02490,0.14509,0.19755,0.28843,0.00000,11.82000,abstained_fixed_risk,0.20
contact_mode_chatter,cable_route,3,13,ensemble_uncertainty_gate,0,0,0,0,0,1,0,0,1.48000,0.48720,0.48720,0.41466,0.45659,0.52458,11.95076,9.94287,0.20194,0.42040,0.32705,0.17828,12.82000,abstained_fixed_risk,0.20
contact_mode_chatter,cable_route,3,14,ensemble_uncertainty_gate,0,0,0,0,0,1,0,0,1.48000,0.57006,0.57006,0.53310,0.33581,0.41812,17.69061,14.78781,0.19630,0.20754,0.09743,0.01374,13.82000,abstained_fixed_risk,0.20
contact_mode_chatter,cable_route,3,15,ensemble_uncertainty_gate,0,0,0,0,0,1,0,0,1.48000,0.49853,0.49853,0.50243,0.41278,0.51414,14.23118,14.04997,0.01290,0.24078,0.24716,0.03944,14.82000,abstained_fixed_risk,0.20
contact_mode_chatter,cable_route,3,16,ensemble_uncertainty_gate,0,0,0,0,0,1,0,0,1.48000,0.46342,0.46342,0.49241,0.43816,0.56316,13.24063,14.35641,0.07772,0.22656,0.29771,0.00000,15.82000,abstained_fixed_risk,0.20
contact_mode_chatter,cable_route,3,17,ensemble_uncertainty_gate,0,0,0,0,0,1,0,0,1.48000,0.47511,0.47511,0.46932,0.42542,0.54766,14.69627,13.97163,0.05187,0.24452,0.26710,0.00000,16.82000,abstained_fixed_risk,0.20
contact_mode_chatter,cable_route,3,18,ensemble_uncertainty_gate,0,0,0,0,0,1,0,0,1.48000,0.44737,0.44737,0.44115,0.45554,0.58720,13.96009,13.34491,0.04610,0.27599,0.24344,0.07978,17.82000,abstained_fixed_risk,0.20
contact_mode_chatter,cable_route,3,19,ensemble_uncertainty_gate,0,0,0,0,0,1,0,0,1.48000,0.40779,0.40779,0.42738,0.48763,0.64021,12.76124,13.36210,0.04497,0.27508,0.36670,0.00000,18.82000,abstained_fixed_risk,0.20
contact_mode_chatter,cable_route,3,20,ensemble_uncertainty_gate,0,0,0,0,0,1,0,0,1.48000,0.41469,0.41469,0.40323,0.46739,0.63484,13.63703,12.89237,0.05776,0.30061,0.26108,0.00000,19.82000,abstained_fixed_risk,0.20
contact_mode_chatter,cable_route,3,21,ensemble_uncertainty_gate,0,0,0,0,0,1,0,0,1.48000,0.37074,0.37074,0.37911,0.51725,0.69308,12.21772,12.41626,0.01599,0.32846,0.37050,0.01604,20.82000,abstained_fixed_risk,0.20
contact_mode_chatter,cable_route,3,22,ensemble_uncertainty_gate,0,0,0,0,0,1,0,0,1.48000,0.36183,0.36183,0.37582,0.52714,0.70617,12.34890,12.79226,0.03466,0.30629,0.34880,0.05467,21.82000,abstained_fixed_risk,0.20
contact_mode_chatter,cable_route,3,23,ensemble_uncertainty_gate,0,0,0,0,0,1,0,0,1.48000,0.42307,0.42307,0.35701,0.45958,0.62334,16.19989,12.48642,0.29740,0.32422,0.24826,0.00000,22.82000,abstained_fixed_risk,0.20
contact_mode_chatter,cable_route,3,24,ensemble_uncertainty_gate,0,0,0,0,0,1,0,0,1.48000,0.29702,0.29702,0.23934,0.62231,0.79179,10.52176,9.36130,0.12396,0.49033,0.44481,0.25708,23.82000,abstained_fixed_risk,0.20
contact_mode_chatter,cable_route,3,25,ensemble_uncertainty_gate,0,0,0,0,0,1,0,0,1.48000,0.33458,0.33458,0.32134,0.53491,0.74717,12.51165,11.89132,0.05217,0.36174,0.32657,0.00684,24.82000,abstained_fixed_risk,0.20
contact_mode_chatter,cable_route,3,26,ensemble_uncertainty_gate,0,0,0,0,0,1,0,0,1.48000,0.34287,0.34287,0.31885,0.52219,0.73703,13.39868,12.19672,0.09855,0.34203,0.28771,0.00000,25.82000,abstained_fixed_risk,0.20
contact_mode_chatter,cable_route,3,27,ensemble_uncertainty_gate,0,0,0,0,0,1,0,0,1.48000,0.31001,0.31001,0.29667,0.56181,0.78157,12.21995,11.65604,0.04838,0.37763,0.32658,0.06128,26.82000,abstained_fixed_risk,0.20
contact_mode_chatter,cable_route,3,28,ensemble_uncertainty_gate,0,0,0,0,0,1,0,0,1.48000,0.30932,0.30932,0.28871,0.55635,0.78405,12.58112,11.68643,0.07656,0.37554,0.29558,0.05294,27.82000,abstained_fixed_risk,0.20
contact_mode_chatter,cable_route,3,29,ensemble_uncertainty_gate,0,0,0,0,0,1,0,0,1.48000,0.28424,0.28424,0.27829,0.57284,0.81870,11.69859,11.59305,0.00910,0.38200,0.35011,0.00000,28.82000,abstained_fixed_risk,0.20
contact_mode_chatter,cable_route,3,30,ensemble_uncertainty_gate,0,0,0,0,0,1,0,0,1.48000,0.23229,0.23229,0.16171,0.68505,0.88053,9.72822,8.13005,0.19658,0.61324,0.53932,0.27491,29.82000,abstained_fixed_risk,0.20
contact_mode_chatter,cable_route,3,31,ensemble_uncertainty_gate,0,0,0,0,0,1,0,0,1.48000,0.27934,0.27934,0.25463,0.59060,0.82263,12.35208,11.21728,0.10117,0.40905,0.40974,0.03222,30.82000,abstained_fixed_risk,0.20
contact_mode_chatter,cable_route,3,32,ensemble_uncertainty_gate,0,0,0,0,0,1,0,0,1.48000,0.26905,0.26905,0.24369,0.59854,0.83744,12.14058,11.03275,0.10041,0.42301,0.40710,0.03812,31.82000,abstained_fixed_risk,0.20
contact_mode_chatter,cable_route,3,33,ensemble_uncertainty_gate,0,0,0,0,0,1,0,0,1.48000,0.24101,0.24101,0.23207,0.62500,0.87452,10.96006,10.79469,0.01532,0.44172,0.49800,0.00000,32.82000,abstained_fixed_risk,0.20
contact_mode_chatter,cable_route,3,34,ensemble_uncertainty_gate,0,0,0,0,0,1,0,0,1.48000,0.23639,0.23639,0.22947,0.64664,0.88023,11.04631,10.94246,0.00949,0.43001,0.46724,0.13114,33.82000,abstained_fixed_risk,0.20
contact_mode_chatter,cable_route,3,35,ensemble_uncertainty_gate,0,0,0,0,0,1,0,0,1.48000,0.23920,0.23920,0.23268,0.62568,0.87821,11.46318,11.35778,0.00928,0.39872,0.46194,0.02667,34.82000,abstained_fixed_risk,0.20
contact_mode_chatter,cable_route,3,36,ensemble_uncertainty_gate,0,0,0,0,0,1,0,0,1.48000,0.25822,0.25822,0.22513,0.59500,0.85533,12.84273,11.25566,0.14100,0.40620,0.36540,0.00852,35.82000,abstained_fixed_risk,0.20
contact_mode_chatter,cable_route,3,37,ensemble_uncertainty_gate,0,0,0,0,0,1,0,0,1.48000,0.22823,0.22823,0.21314,0.61577,0.89866,11.14842,10.91424,0.02146,0.43222,0.36116,0.00918,36.82000,abstained_fixed_risk,0.20
contact_mode_chatter,cable_route,3,38,ensemble_uncertainty_gate,0,0,0,0,0,1,0,0,1.48000,0.19862,0.19862,0.14218,0.68245,0.93089,9.81089,8.84410,0.10931,0.56954,0.56459,0.10170,37.82000,abstained_fixed_risk,0.20
contact_mode_chatter,cable_route,3,39,ensemble_uncertainty_gate,0,0,0,0,0,1,0,0,1.48000,0.19505,0.19505,0.19082,0.65985,0.93998,9.56536,10.22781,0.06477,0.48979,0.51355,0.00000,38.82000,abstained_fixed_risk,0.20
contact_mode_chatter,cable_route,3,0,bayesian_skill_survival,1,0,0,0,0,0,1,0,1.00000,0.86360,0.13640,0.86521,0.14989,0.00000,15.37600,19.41208,0.20792,0.05673,0.13799,0.00000,0.00000,success,0.20
contact_mode_chatter,cable_route,3,1,bayesian_skill_survival,1,0,0,0,0,0,1,0,1.00000,0.83875,0.16125,0.84071,0.15659,0.03876,17.53445,18.66305,0.06047,0.07608,0.06337,0.00000,1.00000,success,0.20
contact_mode_chatter,cable_route,3,2,bayesian_skill_survival,0,0,0,0,0,1,0,0,1.48000,0.79988,0.79988,0.81639,0.20204,0.09005,14.69063,18.24989,0.19503,0.08744,0.15204,0.02927,2.00000,abstained_fixed_risk,0.20
contact_mode_chatter,cable_route,3,3,bayesian_skill_survival,0,0,0,0,0,1,0,0,1.48000,0.76793,0.76793,0.79726,0.22034,0.13602,14.22263,18.92188,0.24835,0.06922,0.15774,0.00000,3.00000,abstained_fixed_risk,0.20
contact_mode_chatter,cable_route,3,4,bayesian_skill_survival,0,0,0,0,0,1,0,0,1.48000,0.73770,0.73770,0.76801,0.24313,0.17957,14.00835,17.57813,0.20308,0.10704,0.14224,0.02120,4.00000,abstained_fixed_risk,0.20
contact_mode_chatter,cable_route,3,5,bayesian_skill_survival,0,0,0,0,0,1,0,0,1.48000,0.73494,0.73494,0.74831,0.24773,0.18615,16.82613,17.83272,0.05645,0.09944,0.04140,0.12059,5.00000,abstained_fixed_risk,0.20
contact_mode_chatter,cable_route,3,6,bayesian_skill_survival,0,0,0,0,0,1,0,0,1.48000,0.71947,0.71947,0.73314,0.23999,0.20966,17.67548,18.50836,0.04500,0.08028,0.05742,0.00000,6.00000,abstained_fixed_risk,0.20
contact_mode_chatter,cable_route,3,7,bayesian_skill_survival,0,0,0,0,0,1,0,0,1.48000,0.63451,0.63451,0.69999,0.31810,0.32586,12.30485,17.02227,0.27713,0.12444,0.18187,0.00000,7.00000,abstained_fixed_risk,0.20
contact_mode_chatter,cable_route,3,8,bayesian_skill_survival,0,0,0,0,0,1,0,0,1.48000,0.60647,0.60647,0.68819,0.34811,0.36457,12.22890,17.79770,0.31289,0.10047,0.19562,0.04713,8.00000,abstained_fixed_risk,0.20
contact_mode_chatter,cable_route,3,9,bayesian_skill_survival,0,0,0,0,0,1,0,0,1.48000,0.59717,0.59717,0.64888,0.35518,0.37611,13.22286,16.03871,0.17557,0.15816,0.25551,0.00000,9.00000,abstained_fixed_risk,0.20
contact_mode_chatter,cable_route,3,10,bayesian_skill_survival,0,0,0,0,0,1,0,0,1.48000,0.54516,0.54516,0.63109,0.39323,0.45108,11.55642,16.14352,0.28414,0.15437,0.23169,0.02741,10.00000,abstained_fixed_risk,0.20
contact_mode_chatter,cable_route,3,11,bayesian_skill_survival,0,0,0,0,0,1,0,0,1.48000,0.55543,0.55543,0.60612,0.37963,0.43732,13.25923,15.69044,0.15495,0.17112,0.22087,0.00000,11.00000,abstained_fixed_risk,0.20
contact_mode_chatter,cable_route,3,12,bayesian_skill_survival,0,0,0,0,0,1,0,0,1.48000,0.49726,0.49726,0.57750,0.43054,0.51763,11.40918,15.02490,0.24065,0.19755,0.28843,0.00000,12.00000,abstained_fixed_risk,0.20
contact_mode_chatter,cable_route,3,13,bayesian_skill_survival,0,0,0,0,0,1,0,0,1.48000,0.46648,0.46648,0.41988,0.48896,0.55695,11.06883,9.94287,0.11324,0.42040,0.32705,0.17828,13.00000,abstained_fixed_risk,0.20
contact_mode_chatter,cable_route,3,14,bayesian_skill_survival,0,0,0,0,0,1,0,0,1.48000,0.53677,0.53677,0.53869,0.37726,0.46907,15.32707,14.78781,0.03647,0.20754,0.09743,0.01374,14.00000,abstained_fixed_risk,0.20
contact_mode_chatter,cable_route,3,15,bayesian_skill_survival,0,0,0,0,0,1,0,0,1.48000,0.45932,0.45932,0.50821,0.45822,0.57301,12.21760,14.04997,0.13042,0.24078,0.24716,0.03944,15.00000,abstained_fixed_risk,0.20
contact_mode_chatter,cable_route,3,16,bayesian_skill_survival,0,0,0,0,0,1,0,0,1.48000,0.42907,0.42907,0.49838,0.48007,0.61480,11.62527,14.35641,0.19024,0.22656,0.29771,0.00000,16.00000,abstained_fixed_risk,0.20
contact_mode_chatter,cable_route,3,17,bayesian_skill_survival,0,0,0,0,0,1,0,0,1.48000,0.40966,0.40966,0.47542,0.48932,0.64387,11.41315,13.97163,0.18312,0.24452,0.26710,0.00000,17.00000,abstained_fixed_risk,0.20
contact_mode_chatter,cable_route,3,18,bayesian_skill_survival,0,0,0,0,0,1,0,0,1.48000,0.42035,0.42035,0.44735,0.49223,0.62823,12.60937,13.34491,0.05512,0.27599,0.24344,0.07978,18.00000,abstained_fixed_risk,0.20
contact_mode_chatter,cable_route,3,19,bayesian_skill_survival,0,0,0,0,0,1,0,0,1.48000,0.35388,0.35388,0.43367,0.54321,0.71940,10.36328,13.36210,0.22443,0.27508,0.36670,0.00000,19.00000,abstained_fixed_risk,0.20
contact_mode_chatter,cable_route,3,20,bayesian_skill_survival,0,0,0,0,0,1,0,0,1.48000,0.40151,0.40151,0.40954,0.49421,0.65578,12.99874,12.89237,0.00825,0.30061,0.26108,0.00000,20.00000,abstained_fixed_risk,0.20
contact_mode_chatter,cable_route,3,21,bayesian_skill_survival,0,0,0,0,0,1,0,0,1.48000,0.34390,0.34390,0.38540,0.55361,0.73323,11.01584,12.41626,0.11279,0.32846,0.37050,0.01604,21.00000,abstained_fixed_risk,0.20
contact_mode_chatter,cable_route,3,22,bayesian_skill_survival,0,0,0,0,0,1,0,0,1.48000,0.32166,0.32166,0.38218,0.57289,0.76532,10.52015,12.79226,0.17762,0.30629,0.34880,0.05467,22.00000,abstained_fixed_risk,0.20
contact_mode_chatter,cable_route,3,23,bayesian_skill_survival,0,0,0,0,0,1,0,0,1.48000,0.35929,0.35929,0.36332,0.52217,0.71674,12.63888,12.48642,0.01221,0.32422,0.24826,0.00000,23.00000,abstained_fixed_risk,0.20
contact_mode_chatter,cable_route,3,24,bayesian_skill_survival,0,0,0,0,0,1,0,0,1.48000,0.26092,0.26092,0.24468,0.66502,0.84462,8.93465,9.36130,0.04558,0.49033,0.44481,0.25708,24.00000,abstained_fixed_risk,0.20
contact_mode_chatter,cable_route,3,25,bayesian_skill_survival,0,0,0,0,0,1,0,0,1.48000,0.32156,0.32156,0.32745,0.56140,0.76724,11.88725,11.89132,0.00034,0.36174,0.32657,0.00684,25.00000,abstained_fixed_risk,0.20
contact_mode_chatter,cable_route,3,26,bayesian_skill_survival,0,0,0,0,0,1,0,0,1.48000,0.30193,0.30193,0.32499,0.56843,0.79712,11.29811,12.19672,0.07368,0.34203,0.28771,0.00000,26.00000,abstained_fixed_risk,0.20
contact_mode_chatter,cable_route,3,27,bayesian_skill_survival,0,0,0,0,0,1,0,0,1.48000,0.28225,0.28225,0.30260,0.59865,0.82255,10.82390,11.65604,0.07139,0.37763,0.32658,0.06128,27.00000,abstained_fixed_risk,0.20
contact_mode_chatter,cable_route,3,28,bayesian_skill_survival,0,0,0,0,0,1,0,0,1.48000,0.29657,0.29657,0.29456,0.58258,0.80353,11.92705,11.68643,0.02059,0.37554,0.29558,0.05294,28.00000,abstained_fixed_risk,0.20
contact_mode_chatter,cable_route,3,29,bayesian_skill_survival,0,0,0,0,0,1,0,0,1.48000,0.27808,0.27808,0.28402,0.59434,0.82855,11.39893,11.59305,0.01674,0.38200,0.35011,0.00000,29.00000,abstained_fixed_risk,0.20
contact_mode_chatter,cable_route,3,30,bayesian_skill_survival,0,0,0,0,0,1,0,0,1.48000,0.19464,0.19464,0.16555,0.72868,0.93508,7.60428,8.13005,0.06467,0.61324,0.53932,0.27491,30.00000,abstained_fixed_risk,0.20
contact_mode_chatter,cable_route,3,31,bayesian_skill_survival,0,0,0,0,0,1,0,0,1.48000,0.22979,0.22979,0.26001,0.64274,0.89452,9.55325,11.21728,0.14834,0.40905,0.40974,0.03222,31.00000,abstained_fixed_risk,0.20
contact_mode_chatter,cable_route,3,32,bayesian_skill_survival,0,0,0,0,0,1,0,0,1.48000,0.23964,0.23964,0.24887,0.63643,0.88044,10.44312,11.03275,0.05344,0.42301,0.40710,0.03812,32.00000,abstained_fixed_risk,0.20
contact_mode_chatter,cable_route,3,33,bayesian_skill_survival,0,0,0,0,0,1,0,0,1.48000,0.22227,0.22227,0.23703,0.65528,0.90204,9.84570,10.79469,0.08791,0.44172,0.49800,0.00000,33.00000,abstained_fixed_risk,0.20
contact_mode_chatter,cable_route,3,34,bayesian_skill_survival,0,0,0,0,0,1,0,0,1.48000,0.20876,0.20876,0.23437,0.68319,0.92044,9.31031,10.94246,0.14916,0.43001,0.46724,0.13114,34.00000,abstained_fixed_risk,0.20
contact_mode_chatter,cable_route,3,35,bayesian_skill_survival,0,0,0,0,0,1,0,0,1.48000,0.21531,0.21531,0.23765,0.65959,0.91309,9.93115,11.35778,0.12561,0.39872,0.46194,0.02667,35.00000,abstained_fixed_risk,0.20
contact_mode_chatter,cable_route,3,36,bayesian_skill_survival,0,0,0,0,0,1,0,0,1.48000,0.23545,0.23545,0.22993,0.62817,0.88874,11.36364,11.25566,0.00959,0.40620,0.36540,0.00852,36.00000,abstained_fixed_risk,0.20
contact_mode_chatter,cable_route,3,37,bayesian_skill_survival,0,0,0,0,0,1,0,0,1.48000,0.21724,0.21724,0.21765,0.64053,0.91496,10.40581,10.91424,0.04658,0.43222,0.36116,0.00918,37.00000,abstained_fixed_risk,0.20
